43018140006	158.98	0          
43018140006	159.33	5.53       
43018140006	159.68	15.57      
43018140006	160.03	28.48      
43018140006	160.38	43.64      
43018140006	160.73	60.71      
43018140006	161.08	79.43      
43018140006	161.43	99.63      
43018140006	161.78	121.14     
43018140006	162.13	143.87     
43018140006	162.48	167.7      
43018140006	162.83	192.55     
43018140007	86.92	0            
43018140007	87.22	0.7          
43018140007	87.52	1.94         
43018140007	87.82	3.47         
43018140007	88.12	5.2          
43018140007	88.42	7.08         
43018140007	88.72	9.05         
43018140007	89.02	11.08        
43018140007	89.32	13.15        
43018140007	89.62	15.22        
43018140008	275.71	0          
43018140008	276.01	1.71       
43018140008	276.31	4.78       
43018140008	276.61	8.7        
43018140008	276.91	13.26      
43018140008	277.21	18.33      
43018140008	277.51	23.84      
43018140008	277.81	29.73      
43018140008	278.11	35.93      
43018140008	278.41	42.41      
43018140008	278.71	49.12      
43018140008	279.01	56.04      
43018140008	279.31	63.14      
43018140008	279.61	70.38      
43018140008	279.91	77.75      
43018140008	280.21	85.23      
43018140008	280.51	92.79      
43018140008	280.81	100.41     
43018140008	281.11	108.08     
43018140009	146.21	0          
43018140009	146.31	0.61       
43018140009	146.41	1.72       
43018140009	146.51	3.15       
43018140009	146.61	4.84       
43018140009	146.71	6.75       
43018140009	146.81	8.85       
43018140009	146.91	11.13      
43018140009	147.01	13.58      
43018140009	147.11	16.17      
43018140009	147.21	18.91      
43018140009	147.31	21.77      
43018140009	147.41	24.76      
43018140009	147.51	27.87      
43018140010	121.77	3.31       
43018140010	122.37	4.88       
43018140010	122.87	7.73       
43018140010	123.37	9.71       
43018140010	123.87	10.6       
43018140010	124.37	11.43      
43018140010	124.87	12.2       
43018140010	125.37	12.92      
43018140010	125.87	13.61      
43018140010	126.37	14.26      
43018140014	172.66	0          
43018140014	175.16	32.4760274 
43018140014	175.36	35.07534247
43018140014	175.66	38.97945205
43018140014	175.86	41.56849315
43018140014	176.16	45.47260274
43018140014	176.36	48.07191781
43018140014	176.76	52.6130137 
43018140014	176.96	53.8869863 
43018140014	177.26	55.73630137
43018140014	177.46	56.92808219
43018140017	166.04	0          
43018140017	166.39	3.42       
43018140017	166.74	9.6        
43018140017	167.09	17.5       
43018140017	167.44	26.74      
43018140017	167.79	37.08      
43018140017	168.14	48.37      
43018140017	168.49	60.49      
43018140017	168.84	73.33      
43018140017	169.19	86.81      
43018140018	116.14	0          
43018140018	116.44	2.86       
43018140018	116.74	8.04       
43018140018	117.04	14.68      
43018140018	117.34	22.46      
43018140018	117.64	31.2       
43018140018	117.94	40.75      
43018140018	118.24	51.04      
43018140018	118.54	61.96      
43018140018	118.84	73.47      
43018140018	119.14	85.51      
43018140020	146.29	0          
43018140020	146.59	2.28       
43018140020	146.89	6.41       
43018140020	147.19	11.69      
43018140020	147.49	17.86      
43018140020	147.79	24.76      
43018140020	148.09	32.3       
43018140020	148.39	40.38      
43018140020	148.69	48.95      
43018140020	148.99	57.94      
43018140020	149.29	67.31      
43018140022	120.85	0          
43018140022	121.25	8.82       
43018140022	121.65	24.85      
43018140022	122.05	45.47      
43018140022	122.45	69.73      
43018140022	122.85	97.05      
43018140022	123.25	127.05     
43018140022	123.65	159.45     
43018140022	124.05	194.01     
43018140022	124.45	230.54     
43018140022	124.85	268.89     
43018140022	125.25	308.92     
43018140022	125.65	350.52     
43018140024	134.34	0          
43018140024	134.64	4.73       
43018140024	134.94	13.33      
43018140024	135.24	24.39      
43018140024	135.54	37.42      
43018140024	135.84	52.1       
43018140024	136.14	68.23      
43018140024	136.44	85.66      
43018140024	136.74	104.27     
43018140024	137.04	123.96     
43018140024	137.34	144.63     
43018140024	137.64	166.23     
43018140027	127.31	0          
43018140027	127.61	5.74       
43018140027	127.91	16.17      
43018140027	128.21	29.62      
43018140027	128.51	45.47      
43018140027	128.81	63.36      
43018140027	129.11	83.03      
43018140027	129.41	104.31     
43018140027	129.71	127.05     
43018140027	130.01	151.14     
43018140027	130.31	176.47     
43018140027	130.61	202.96     
43018140027	130.91	230.54     
43018140027	131.21	259.14     
43018140027	131.51	288.71     
43018140027	131.81	319.18     
43018140027	132.11	350.52     
43018140028	165.87	0          
43018140028	166.07	3.87       
43018140028	166.27	10.92      
43018140028	166.47	20         
43018140028	166.67	30.7       
43018140028	166.87	42.78      
43018140028	167.07	56.08      
43018140028	167.27	70.46      
43018140028	167.47	85.82      
43018140028	167.67	102.11     
43018140028	167.87	119.23     
43018140028	168.07	137.14     
43018140028	168.27	155.8      
43018140028	168.47	175.14     
43018140028	168.67	195.14     
43018140028	168.87	215.77     
43018140028	169.07	236.98     
43018140028	169.27	258.75     
43018150056	148	0              
43018150056	148.5	20.75        
43018150056	149	59.73          
43018150056	149.5	109.29       
43018150056	150	167.8          
43018150056	150.5	234.07       
43018150056	151	307.29         
43018150056	151.5	386.86       
43018150056	152	472.29         
43018150091	217.22	0          
43018150091	217.52	4.87       
43018150091	217.82	13.73      
43018150091	218.12	25.14      
43018150091	218.42	38.57      
43018150091	218.72	53.71      
43018150091	219.02	70.35      
43018150091	219.32	88.33      
43018150091	219.62	107.53     
43018150091	219.92	127.84     
43018150091	220.22	149.18     
43018150091	220.52	171.48     
43018150091	220.82	194.67     
43018150091	221.12	218.69     
43018150126	132.9	0            
43018150126	133.4	1.8          
43018150126	133.9	5.3          
